Animal,Generation,Season,Separation,G_S,Paradigm,Date_Ambitus,Year,NR,Group,Sex,GR_Sex,Trials,EAT_E_Nr,EAT_E_%,EAT_I_Nr,EAT_I_%,EAT_TOT_Nr,EAT_TOT_%%,EAT_E_T,EAT_I_T,EAT_TOT_T,Expl_E_BEF_Nr,Expl_I_BEF_Nr,Expl_E_I_BEF_Nr,Expl_E_BEF_Calc,Expl_I_BEF_Calc,EXPL_BEF,Expl_E_AFT_Nr,Expl_I_AFT_Nr,Expl_E_I_AFT_Nr,Expl_E_AFT_Calc,Expl_I_AFT_Calc,Expl_E_I_AFT_Calc,Expl_E_BEF_AFT_Nr,Expl_I_BEF_AFT_Nr,EXPL_TOT,Expl_E_BEF_T,Expl_I_BEF_T,Expl_E_I_BEF_T,Expl_E_BEF_Calc_T,Expl_I_BEF_Calc_T,Expl_E_I_BEF_Calc_T,Expl_E_AFT_T,Expl_I_AFT_T,Expl_E_I_AFT_T,Expl_E_AFT_T_Calc,Expl_I_AFT_T_Calc,Expl_E_I_AFT_T_Calc,Expl_E_BEF_AFT_T,Expl_I_BEF_AFT_T,Expl_TOT_T,LAT_E,LAT_I,LAT_E_I,Lat_Tot_Log,Lat_E_Log,Lat_I_Log,Box_E_BEF_Nr,Box_I_BEF_Nr,Box_E_I_BEF_Nr,Box_REP_E_BEF_Nr,Box_REP_I_BEF_Nr,Box_REP_E_I_BEF_Nr,Expl_REP_E_BEF_Nr,Expl_REP_I_BEF_Nr,Expl_REP_BEF_Nr,Expl_REP_E_BEF_Calc_T,Expl_REP_I_BEF_Calc_T,Expl_REP_E_I_BEF_Calc_T,Expl_REP_E_AFT_Nr,Expl_REP_I_AFT_Nr,Expl_REP_AFT_Nr,Expl_REP_E_AFT_Nr_Calc,Expl_REP_I_AFT_Nr_Calc,Expl_REP_AFT_Nr_Calc,Expl_REP_E_BEF_AFT_Nr,Expl_REP_I_BEF_AFT_Nr,Expl_REP_TOT_Nr,Dir_Change_Nr,Circle_Nr,LOCO_TOT,Explored Area,Loco_BEF_NR,LOCO_BEF,Expl_E_BEF_Ratio,Expl_E_TOT_Ratio,L_C_E,L_C_I,L_C_Tot,L_C,A_E,Expl_E_BEF_Loco_ratio,Expl_I_BEF_Loco_ratio,Expl_EI_BEF_Loco_ratio,Expl_E_TOT_Loco_ratio,Expl_I_TOT_Loco_ratio,Expl_E_I_TOT_Loco_ratio,Eff_Expl_E,Eff_Expl_I,Eff_Expl_EI,E_E
Rat24,6,Autumn,2021-08-16,6_Autumn,2,2021-10-07,2,13,Lisket,Female,Lisket_Female,4,,,8,100.0,8,100.0,,189,189,7,17,24,11.11111111111111,26.984126984126984,38.095238095238095,5.0,12.0,17,13.513513513513514,32.432432432432435,45.945945945945944,12,29,41,11453.0,25471.0,36924.0,18179.365079365078,40430.15873015873,58609.52380952381,2305.0,8496.0,10801.0,6229.72972972973,22962.162162162163,29191.891891891893,13758,33967,47725,31774,63040,31774,4.502071891206661,4.799616204481499,4.502071891206661,6,8,14,1,7,8,1,9,10,1.5873015873015872,14.285714285714286,15.873015873015873,0,4,4,0.0,10.81081081081081,10.81081081081081,1,13,14,2.0,2.0,16,4,7,11.11111111111111,29.166666666666668,29.26829268292683,,158.73015873015873,79.36507936507937,158.73015873015873,33.333333333333336,1.0,2.4285714285714284,3.4285714285714284,0.75,1.8125,2.5625,,1.0,0.5714285714285714,1.0
Rat5,6,Autumn,2021-08-16,6_Autumn,1,2021-09-23,2,14,Lisket,Male,Lisket_Male,1,3.0,37.5,2,25.0,5,31.25,300.0,300,300,10,10,20,10.0,10.0,20.0,0.0,0.0,0,,,,10,10,20,5996.0,12730.0,18726.0,5996.0,12730.0,18726.0,0.0,0.0,0.0,,,,5996,12730,18726,17741,7388,7388,4.248978095892653,3.868526886768204,3.868526886768204,7,5,12,3,1,4,3,5,8,3.0,5.0,8.0,0,0,0,,,,3,5,8,4.0,4.0,27,4,27,27.0,50.0,50.0,37.5,25.0,31.25,31.25,25.0,0.37037037037037035,0.37037037037037035,0.7407407407407407,0.37037037037037035,0.37037037037037035,0.7407407407407407,0.42857142857142855,0.4,0.4166666666666667,0.4166666666666667
Rat6,6,Autumn,2021-08-16,6_Autumn,1,2021-09-23,2,14,Lisket,Male,Lisket_Male,2,1.0,12.5,0,0.0,1,6.25,300.0,300,300,1,1,2,1.0,1.0,2.0,0.0,0.0,0,,,,1,1,2,880.0,1093.0,1973.0,880.0,1093.0,1973.0,0.0,0.0,0.0,,,,880,1093,1973,240498,57961,57961,5.38111146909831,4.763135869737982,4.763135869737982,1,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,,0,0,0,0.0,0.0,1,1,1,1.0,50.0,50.0,12.5,0.0,6.25,6.25,50.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.5,0.5
Rat23,6,Autumn,2021-08-16,6_Autumn,2,2021-09-23,2,14,Lisket,Male,Lisket_Male,3,,,6,75.0,6,75.0,,300,300,8,15,23,8.0,15.0,23.0,0.0,0.0,0,,,,8,15,23,6850.0,11009.0,17859.0,6850.0,11009.0,17859.0,0.0,0.0,0.0,,,,6850,11009,17859,47548,51013,47548,4.677132254034081,4.707680864506185,4.677132254034081,6,7,13,2,5,7,2,8,10,2.0,8.0,10.0,0,0,0,,,,2,8,10,1.0,3.0,18,4,18,18.0,34.78260869565217,34.78260869565217,,75.0,37.5,75.0,26.08695652173913,0.4444444444444444,0.8333333333333334,1.2777777777777777,0.4444444444444444,0.8333333333333334,1.2777777777777777,,0.8571428571428571,0.46153846153846156,0.8571428571428571
Rat24,6,Autumn,2021-08-16,6_Autumn,2,2021-09-23,2,14,Lisket,Male,Lisket_Male,4,,,8,100.0,8,100.0,,254,254,2,12,14,2.3622047244094486,14.173228346456693,16.53543307086614,4.0,4.0,8,26.08695652173913,26.08695652173913,52.17391304347826,6,16,22,1380.0,10073.0,11453.0,1629.9212598425197,11897.24409448819,13527.16535433071,2271.0,2971.0,5242.0,14810.869565217392,19376.08695652174,34186.95652173913,3651,13044,16695,90657,28476,28476,4.957401343390187,4.454478984264964,4.454478984264964,2,8,10,0,4,4,0,4,4,0.0,4.724409448818897,4.724409448818897,0,0,0,0.0,0.0,0.0,0,4,4,1.0,2.0,13,4,8,9.448818897637794,14.285714285714286,27.272727272727273,,118.11023622047244,59.05511811023622,118.11023622047244,57.142857142857146,0.25,1.5,1.75,0.46153846153846156,1.2307692307692308,1.6923076923076923,,1.0,0.8,1.0
Rat7,6,Autumn,2021-08-16,6_Autumn,1,2021-09-22,2,15,Lisket,Male,Lisket_Male,1,2.0,25.0,1,12.5,3,18.75,300.0,300,300,7,7,14,7.0,7.0,14.0,0.0,0.0,0,,,,7,7,14,7554.0,10106.0,17660.0,7554.0,10106.0,17660.0,0.0,0.0,0.0,,,,7554,10106,17660,28978,31870,28978,4.462068408086943,4.503382063473732,4.462068408086943,6,5,11,1,2,3,1,2,3,1.0,2.0,3.0,0,0,0,,,,1,2,3,3.0,4.0,27,4,27,27.0,50.0,50.0,25.0,12.5,18.75,18.75,21.428571428571427,0.25925925925925924,0.25925925925925924,0.5185185185185185,0.25925925925925924,0.25925925925925924,0.5185185185185185,0.3333333333333333,0.2,0.2727272727272727,0.2727272727272727
Rat8,6,Autumn,2021-08-16,6_Autumn,1,2021-09-22,2,15,Lisket,Male,Lisket_Male,2,6.0,75.0,2,25.0,8,50.0,300.0,300,300,13,5,18,13.0,5.0,18.0,0.0,0.0,0,,,,13,5,18,12270.0,13262.0,25532.0,12270.0,13262.0,25532.0,0.0,0.0,0.0,,,,12270,13262,25532,18051,138215,18051,4.256501266211318,5.14055517808682,4.256501266211318,7,4,11,4,1,5,6,1,7,6.0,1.0,7.0,0,0,0,,,,6,1,7,4.0,1.0,18,4,18,18.0,72.22222222222223,72.22222222222223,75.0,25.0,50.0,50.0,44.44444444444444,0.7222222222222222,0.2777777777777778,1.0,0.7222222222222222,0.2777777777777778,1.0,0.8571428571428571,0.5,0.7272727272727273,0.7272727272727273
Rat25,6,Autumn,2021-08-16,6_Autumn,2,2021-09-22,2,15,Lisket,Male,Lisket_Male,3,,,7,87.5,7,87.5,,300,300,14,9,23,14.0,9.0,23.0,8.0,9.0,17,,,,22,18,40,13507.0,20022.0,33529.0,13507.0,20022.0,33529.0,0.0,0.0,0.0,,,,13507,20022,33529,4568,29881,4568,3.6597260952377915,4.475395127521365,3.6597260952377915,8,7,15,4,4,8,6,4,10,6.0,4.0,10.0,0,0,0,,,,6,4,10,1.0,5.0,27,4,16,16.0,60.869565217391305,55.0,,87.5,43.75,87.5,30.434782608695652,0.875,0.5625,1.4375,0.8148148148148148,0.6666666666666666,1.4814814814814814,,1.0,0.4666666666666667,1.0
Rat26,6,Autumn,2021-08-16,6_Autumn,2,2021-09-22,2,15,Lisket,Male,Lisket_Male,4,,,8,100.0,8,100.0,,243,243,14,27,41,17.28395061728395,33.333333333333336,50.617283950617285,7.0,6.0,13,36.8421052631579,31.57894736842105,68.42105263157895,21,33,54,10885.0,23952.0,34837.0,13438.271604938273,29570.37037037037,43008.641975308645,2657.0,5799.0,8456.0,13984.21052631579,30521.052631578947,44505.26315789474,13542,29751,43293,71711,48518,48518,4.8555857787205685,4.685902890156902,4.685902890156902,8,8,16,5,8,13,6,19,25,7.407407407407407,23.45679012345679,30.864197530864196,1,0,1,5.2631578947368425,0.0,5.2631578947368425,7,19,26,2.0,6.0,30,4,20,24.691358024691358,34.146341463414636,38.888888888888886,,123.45679012345678,61.72839506172839,123.45679012345678,19.51219512195122,0.7,1.35,2.05,0.7,1.1,1.8,,1.0,0.5,1.0
Rat9,6,Autumn,2021-08-16,6_Autumn,1,2021-09-22,2,16,Lisket,Male,Lisket_Male,1,2.0,25.0,1,12.5,3,18.75,300.0,300,300,9,6,15,9.0,6.0,15.0,0.0,0.0,0,,,,9,6,15,11669.0,10533.0,22202.0,11669.0,10533.0,22202.0,0.0,0.0,0.0,,,,11669,10533,22202,8440,22610,8440,3.926342446625655,4.35430056234536,3.926342446625655,4,4,8,3,2,5,5,2,7,5.0,2.0,7.0,0,0,0,,,,5,2,7,2.0,4.0,23,4,23,23.0,60.0,60.0,25.0,12.5,18.75,18.75,20.0,0.391304347826087,0.2608695652173913,0.6521739130434783,0.391304347826087,0.2608695652173913,0.6521739130434783,0.5,0.25,0.375,0.375
Rat10,6,Autumn,2021-08-16,6_Autumn,1,2021-09-22,2,16,Lisket,Male,Lisket_Male,2,4.0,50.0,1,12.5,5,31.25,300.0,300,300,16,6,22,16.0,6.0,22.0,0.0,0.0,0,,,,16,6,22,22569.0,10675.0,33244.0,22569.0,10675.0,33244.0,0.0,0.0,0.0,,,,22569,10675,33244,68508,108363,68508,4.835741289054308,5.034881019851446,4.835741289054308,8,4,12,4,2,6,8,2,10,8.0,2.0,10.0,0,0,0,,,,8,2,10,1.0,4.0,21,4,21,21.0,72.72727272727273,72.72727272727273,50.0,12.5,31.25,31.25,22.727272727272727,0.7619047619047619,0.2857142857142857,1.0476190476190477,0.7619047619047619,0.2857142857142857,1.0476190476190477,0.5,0.25,0.4166666666666667,0.4166666666666667
Rat27,6,Autumn,2021-08-16,6_Autumn,2,2021-09-22,2,16,Lisket,Male,Lisket_Male,3,,,8,100.0,8,100.0,,275,275,14,11,25,15.272727272727273,12.0,27.272727272727273,3.0,10.0,13,36.0,120.0,156.0,17,21,38,22749.0,18386.0,41135.0,24817.090909090908,20057.454545454544,44874.545454545456,2346.0,15863.0,18209.0,28152.0,190356.0,218508.0,25095,34249,59344,31774,57927,31774,4.502071891206661,4.762881037265105,4.502071891206661,8,8,16,4,4,8,6,5,11,6.545454545454546,5.454545454545454,12.0,0,3,3,0.0,36.0,36.0,6,8,14,5.0,3.0,25,4,16,17.454545454545453,56.0,44.73684210526316,,109.0909090909091,54.54545454545455,109.0909090909091,32.0,0.875,0.6875,1.5625,0.68,0.84,1.52,,1.0,0.5,1.0
Rat28,6,Autumn,2021-08-16,6_Autumn,2,2021-09-22,2,16,Lisket,Male,Lisket_Male,4,,,8,100.0,8,100.0,,279,279,19,25,44,20.43010752688172,26.881720430107528,47.31182795698925,0.0,3.0,3,0.0,42.857142857142854,42.857142857142854,19,28,47,14600.0,27087.0,41687.0,15698.924731182795,29125.8064516129,44824.7311827957,0.0,5763.0,5763.0,0.0,82328.57142857143,82328.57142857143,14600,32850,47450,82947,68752,68752,4.918800683223471,4.837285336339828,4.837285336339828,8,8,16,6,8,14,11,17,28,11.827956989247312,18.27956989247312,30.107526881720432,0,1,1,0.0,14.285714285714286,14.285714285714286,11,18,29,5.0,1.0,14,4,12,12.903225806451612,43.18181818181818,40.42553191489362,,107.52688172043011,53.763440860215056,107.52688172043011,18.181818181818183,1.5833333333333333,2.0833333333333335,3.6666666666666665,1.3571428571428572,2.0,3.357142857142857,,1.0,0.5,1.0
Rat5,6,Autumn,2021-08-16,6_Autumn,1,2021-10-07,2,18,Lisket,Female,Lisket_Female,1,3.0,37.5,3,37.5,6,37.5,300.0,300,300,8,10,18,8.0,10.0,18.0,0.0,0.0,0,,,,8,10,18,7627.0,7841.0,15468.0,7627.0,7841.0,15468.0,0.0,0.0,0.0,,,,7627,7841,15468,14629,6449,6449,4.165214639910329,3.809492376937342,3.809492376937342,5,6,11,2,2,4,3,4,7,3.0,4.0,7.0,0,0,0,,,,3,4,7,2.0,5.0,25,4,25,25.0,44.44444444444444,44.44444444444444,37.5,37.5,37.5,37.5,33.333333333333336,0.32,0.4,0.72,0.32,0.4,0.72,0.6,0.5,0.5454545454545454,0.5454545454545454
Rat6,6,Autumn,2021-08-16,6_Autumn,1,2021-10-07,2,18,Lisket,Female,Lisket_Female,2,0.0,0.0,0,0.0,0,0.0,300.0,300,300,5,4,9,5.0,4.0,9.0,0.0,0.0,0,,,,5,4,9,2939.0,4093.0,7032.0,2939.0,4093.0,7032.0,0.0,0.0,0.0,,,,2939,4093,7032,157293,20580,20580,5.196709395674666,4.313445370426414,4.313445370426414,4,4,8,1,0,1,1,0,1,1.0,0.0,1.0,0,0,0,,,,1,0,1,2.0,1.0,14,4,14,14.0,55.55555555555556,55.55555555555556,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.2857142857142857,0.6428571428571429,0.35714285714285715,0.2857142857142857,0.6428571428571429,0.0,0.0,0.0,0.0
Rat25,6,Autumn,2021-08-16,6_Autumn,2,2021-10-07,2,18,Lisket,Female,Lisket_Female,3,,,5,62.5,5,62.5,,300,300,5,7,12,5.0,7.0,12.0,0.0,0.0,0,,,,5,7,12,10189.0,10892.0,21081.0,10189.0,10892.0,21081.0,0.0,0.0,0.0,,,,10189,10892,21081,46322,32377,32377,4.665787302235192,4.51023660526339,4.51023660526339,5,5,10,0,2,2,0,2,2,0.0,2.0,2.0,0,0,0,,,,0,2,2,5.0,3.0,28,4,28,28.0,41.666666666666664,41.666666666666664,,62.5,31.25,62.5,41.666666666666664,0.17857142857142858,0.25,0.42857142857142855,0.17857142857142858,0.25,0.42857142857142855,,1.0,0.5,1.0
Rat26,6,Autumn,2021-08-16,6_Autumn,2,2021-10-07,2,18,Lisket,Female,Lisket_Female,4,,,3,37.5,3,37.5,,300,300,2,4,6,2.0,4.0,6.0,0.0,0.0,0,,,,2,4,6,540.0,2729.0,3269.0,540.0,2729.0,3269.0,0.0,0.0,0.0,,,,540,2729,3269,38238,259711,38238,4.58249516886351,5.414490344462303,4.58249516886351,2,3,5,0,2,2,0,2,2,0.0,2.0,2.0,0,0,0,,,,0,2,2,3.0,0.0,8,4,8,8.0,33.333333333333336,33.333333333333336,,37.5,18.75,37.5,50.0,0.25,0.5,0.75,0.25,0.5,0.75,,1.0,0.6,1.0
Rat11,6,Autumn,2021-08-16,6_Autumn,1,2021-09-22,2,19,Lisket,Male,Lisket_Male,1,5.0,62.5,1,12.5,6,37.5,300.0,300,300,12,7,19,12.0,7.0,19.0,0.0,0.0,0,,,,12,7,19,16833.0,4586.0,21419.0,16833.0,4586.0,21419.0,0.0,0.0,0.0,,,,16833,4586,21419,8110,10697,8110,3.909020854211156,4.029261995804175,3.909020854211156,6,4,10,3,2,5,6,3,9,6.0,3.0,9.0,0,0,0,,,,6,3,9,5.0,4.0,30,4,30,30.0,63.1578947368421,63.1578947368421,62.5,12.5,37.5,37.5,31.57894736842105,0.4,0.23333333333333334,0.6333333333333333,0.4,0.23333333333333334,0.6333333333333333,0.8333333333333334,0.25,0.6,0.6
Rat12,6,Autumn,2021-08-16,6_Autumn,1,2021-09-22,2,19,Lisket,Male,Lisket_Male,2,8.0,100.0,6,75.0,14,87.5,235.0,300,300,32,20,52,32.0,20.0,52.0,0.0,0.0,0,,,,32,20,52,27034.0,21624.0,48658.0,27034.0,21624.0,48658.0,0.0,0.0,0.0,,,,27034,21624,48658,3263,20493,3263,3.513617073787875,4.311605540054468,3.513617073787875,8,6,14,8,5,13,24,14,38,24.0,14.0,38.0,0,0,0,,,,24,14,38,3.0,3.0,21,4,21,21.0,61.53846153846154,61.53846153846154,127.65957446808511,75.0,87.5,87.5,26.923076923076923,1.5238095238095237,0.9523809523809523,2.4761904761904763,1.5238095238095237,0.9523809523809523,2.4761904761904763,1.0,1.0,1.0,1.0
Rat29,6,Autumn,2021-08-16,6_Autumn,2,2021-09-22,2,19,Lisket,Male,Lisket_Male,3,,,8,100.0,8,100.0,,297,297,17,29,46,17.171717171717173,29.292929292929294,46.464646464646464,0.0,0.0,0,0.0,0.0,0.0,17,29,46,13289.0,22735.0,36024.0,13423.232323232323,22964.646464646463,36387.878787878784,0.0,0.0,0.0,0.0,0.0,0.0,13289,22735,36024,33521,5619,5619,4.525316966044274,3.7496590320949,3.7496590320949,8,8,16,5,8,13,9,21,30,9.090909090909092,21.21212121212121,30.303030303030305,0,0,0,0.0,0.0,0.0,9,21,30,4.0,5.0,29,4,28,28.282828282828284,36.95652173913044,36.95652173913044,,101.01010101010101,50.505050505050505,101.01010101010101,17.391304347826086,0.6071428571428571,1.0357142857142858,1.6428571428571428,0.5862068965517241,1.0,1.5862068965517242,,1.0,0.5,1.0
Rat30,6,Autumn,2021-08-16,6_Autumn,2,2021-09-22,2,19,Lisket,Male,Lisket_Male,4,,,8,100.0,8,100.0,,92,92,1,13,14,3.260869565217391,42.391304347826086,45.65217391304348,10.0,18.0,28,14.423076923076923,25.96153846153846,40.38461538461539,11,31,42,157.0,8233.0,8390.0,511.95652173913044,26846.739130434784,27358.695652173912,5642.0,15050.0,20692.0,8137.5,21706.73076923077,29844.23076923077,5799,23283,29082,18692,6251,6251,4.2716557723522754,3.7959494989028033,3.7959494989028033,1,8,9,0,4,4,0,5,5,0.0,16.304347826086957,16.304347826086957,5,11,16,7.211538461538462,15.865384615384615,23.076923076923077,5,16,21,4.0,4.0,28,4,6,19.565217391304348,7.142857142857143,26.19047619047619,,326.0869565217391,163.04347826086956,326.0869565217391,57.142857142857146,0.16666666666666666,2.1666666666666665,2.3333333333333335,0.39285714285714285,1.1071428571428572,1.5,,1.0,0.8888888888888888,1.0
Rat1,6,Autumn,2021-08-16,6_Autumn,1,2021-09-30,2,20,Lisket,Male,Lisket_Male,1,2.0,25.0,0,0.0,2,12.5,300.0,300,300,16,1,17,16.0,1.0,17.0,0.0,0.0,0,,,,16,1,17,16096.0,1278.0,17374.0,16096.0,1278.0,17374.0,0.0,0.0,0.0,,,,16096,1278,17374,3634,41912,3634,3.5603849229720157,4.62233838543989,3.5603849229720157,8,1,9,6,0,6,8,0,8,8.0,0.0,8.0,0,0,0,,,,8,0,8,3.0,4.0,23,4,23,23.0,94.11764705882354,94.11764705882354,25.0,0.0,12.5,12.5,11.764705882352942,0.6956521739130435,0.043478260869565216,0.7391304347826086,0.6956521739130435,0.043478260869565216,0.7391304347826086,0.25,0.0,0.2222222222222222,0.2222222222222222
Rat2,6,Autumn,2021-08-16,6_Autumn,1,2021-09-30,2,20,Lisket,Male,Lisket_Male,2,4.0,50.0,1,12.5,5,31.25,300.0,300,300,8,8,16,8.0,8.0,16.0,0.0,0.0,0,,,,8,8,16,11065.0,7001.0,18066.0,11065.0,7001.0,18066.0,0.0,0.0,0.0,,,,11065,7001,18066,3899,12714,3899,3.590953235187986,4.104282207094438,3.590953235187986,5,7,12,2,1,3,3,1,4,3.0,1.0,4.0,0,0,0,,,,3,1,4,5.0,1.0,12,4,12,12.0,50.0,50.0,50.0,12.5,31.25,31.25,31.25,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.8,0.14285714285714285,0.4166666666666667,0.4166666666666667
Rat19,6,Autumn,2021-08-16,6_Autumn,2,2021-09-30,2,20,Lisket,Male,Lisket_Male,3,,,5,62.5,5,62.5,,300,300,8,12,20,8.0,12.0,20.0,0.0,0.0,0,,,,8,12,20,15817.0,18833.0,34650.0,15817.0,18833.0,34650.0,0.0,0.0,0.0,,,,15817,18833,34650,18382,43613,18382,4.264392761767717,4.639615961441463,4.264392761767717,6,6,12,2,4,6,2,6,8,2.0,6.0,8.0,0,0,0,,,,2,6,8,2.0,1.0,10,4,10,10.0,40.0,40.0,,62.5,31.25,62.5,25.0,0.8,1.2,2.0,0.8,1.2,2.0,,0.8333333333333334,0.4166666666666667,0.8333333333333334
Rat20,6,Autumn,2021-08-16,6_Autumn,2,2021-09-30,2,20,Lisket,Male,Lisket_Male,4,,,5,62.5,5,62.5,,300,300,12,12,24,12.0,12.0,24.0,0.0,0.0,0,,,,12,12,24,21639.0,15746.0,37385.0,21639.0,15746.0,37385.0,0.0,0.0,0.0,,,,21639,15746,37385,27502,60724,27502,4.439364277735001,4.783360371594783,4.439364277735001,8,5,13,4,4,8,4,8,12,4.0,8.0,12.0,0,0,0,,,,4,8,12,1.0,1.0,8,4,8,8.0,50.0,50.0,,62.5,31.25,62.5,20.833333333333332,1.5,1.5,3.0,1.5,1.5,3.0,,1.0,0.38461538461538464,1.0
Rat7,6,Autumn,2021-08-16,6_Autumn,1,2021-09-30,2,21,Lisket,Female,Lisket_Female,1,1.0,12.5,2,25.0,3,18.75,300.0,300,300,7,10,17,7.0,10.0,17.0,0.0,0.0,0,,,,7,10,17,6010.0,12407.0,18417.0,6010.0,12407.0,18417.0,0.0,0.0,0.0,,,,6010,12407,18417,17643,5115,5115,4.2465724341217,3.708845638048179,3.708845638048179,5,6,11,2,1,3,2,4,6,2.0,4.0,6.0,0,0,0,,,,2,4,6,3.0,3.0,18,4,18,18.0,41.1764705882353,41.1764705882353,12.5,25.0,18.75,18.75,17.647058823529413,0.3888888888888889,0.5555555555555556,0.9444444444444444,0.3888888888888889,0.5555555555555556,0.9444444444444444,0.2,0.3333333333333333,0.2727272727272727,0.2727272727272727
Rat8,6,Autumn,2021-08-16,6_Autumn,1,2021-09-30,2,21,Lisket,Female,Lisket_Female,2,5.0,62.5,5,62.5,10,62.5,300.0,300,300,7,11,18,7.0,11.0,18.0,0.0,0.0,0,,,,7,11,18,9036.0,19611.0,28647.0,9036.0,19611.0,28647.0,0.0,0.0,0.0,,,,9036,19611,28647,64065,174025,64065,4.8066208304825055,5.240611642432826,4.8066208304825055,5,5,10,3,4,7,3,7,10,3.0,7.0,10.0,0,0,0,,,,3,7,10,0.0,2.0,11,4,11,11.0,38.888888888888886,38.888888888888886,62.5,62.5,62.5,62.5,55.55555555555556,0.6363636363636364,1.0,1.6363636363636365,0.6363636363636364,1.0,1.6363636363636365,1.0,1.0,1.0,1.0
Rat25,6,Autumn,2021-08-16,6_Autumn,2,2021-09-30,2,21,Lisket,Female,Lisket_Female,3,,,8,100.0,8,100.0,,193,193,8,17,25,12.435233160621761,26.424870466321245,38.86010362694301,6.0,5.0,11,16.822429906542055,14.018691588785046,30.8411214953271,14,22,36,8632.0,14126.0,22758.0,13417.616580310882,21957.512953367877,35375.12953367876,6374.0,6942.0,13316.0,17871.028037383177,19463.551401869157,37334.57943925234,15006,21068,36074,43467,63302,43467,4.638159667142625,4.801417431585164,4.638159667142625,6,8,14,2,6,8,2,9,11,3.1088082901554404,13.989637305699482,17.098445595854923,2,0,2,5.607476635514018,0.0,5.607476635514018,4,9,13,0.0,4.0,21,4,11,17.098445595854923,32.0,38.888888888888886,,155.44041450777203,77.72020725388602,155.44041450777203,32.0,0.7272727272727273,1.5454545454545454,2.272727272727273,0.6666666666666666,1.0476190476190477,1.7142857142857142,,1.0,0.5714285714285714,1.0
Rat26,6,Autumn,2021-08-16,6_Autumn,2,2021-09-30,2,21,Lisket,Female,Lisket_Female,4,,,6,75.0,6,75.0,,300,300,4,12,16,4.0,12.0,16.0,0.0,0.0,0,,,,4,12,16,6956.0,10121.0,17077.0,6956.0,10121.0,17077.0,0.0,0.0,0.0,,,,6956,10121,17077,197648,22614,22614,5.295892424075608,4.354377387833249,4.354377387833249,3,6,9,1,5,6,1,6,7,1.0,6.0,7.0,0,0,0,,,,1,6,7,2.0,1.0,10,4,10,10.0,25.0,25.0,,75.0,37.5,75.0,37.5,0.4,1.2,1.6,0.4,1.2,1.6,,1.0,0.6666666666666666,1.0
Rat3,6,Autumn,2021-08-16,6_Autumn,1,2021-09-30,2,22,Lisket,Male,Lisket_Male,1,4.0,50.0,3,37.5,7,43.75,300.0,300,300,12,7,19,12.0,7.0,19.0,0.0,0.0,0,,,,12,7,19,9706.0,5738.0,15444.0,9706.0,5738.0,15444.0,0.0,0.0,0.0,,,,9706,5738,15444,3671,13555,3671,3.564784384503987,4.132099521916504,3.564784384503987,6,4,10,4,3,7,6,3,9,6.0,3.0,9.0,0,0,0,,,,6,3,9,3.0,3.0,20,4,20,20.0,63.1578947368421,63.1578947368421,50.0,37.5,43.75,43.75,36.8421052631579,0.6,0.35,0.95,0.6,0.35,0.95,0.6666666666666666,0.75,0.7,0.7
Rat4,6,Autumn,2021-08-16,6_Autumn,1,2021-09-30,2,22,Lisket,Male,Lisket_Male,2,6.0,75.0,4,50.0,10,62.5,300.0,300,300,11,11,22,11.0,11.0,22.0,0.0,0.0,0,,,,11,11,22,8596.0,8885.0,17481.0,8596.0,8885.0,17481.0,0.0,0.0,0.0,,,,8596,8885,17481,79558,91164,79558,4.900683856907383,4.959823372451909,4.900683856907383,6,4,10,4,3,7,5,7,12,5.0,7.0,12.0,0,0,0,,,,5,7,12,4.0,0.0,5,2,5,5.0,50.0,50.0,75.0,50.0,62.5,62.5,45.45454545454545,2.2,2.2,4.4,2.2,2.2,4.4,1.0,1.0,1.0,1.0
Rat21,6,Autumn,2021-08-16,6_Autumn,2,2021-09-30,2,22,Lisket,Male,Lisket_Male,3,,,8,100.0,8,100.0,,235,235,8,17,25,10.212765957446809,21.70212765957447,31.914893617021278,2.0,7.0,9,9.23076923076923,32.30769230769231,41.53846153846154,10,24,34,6524.0,13367.0,19891.0,8328.510638297872,17064.255319148935,25392.76595744681,1131.0,8939.0,10070.0,5220.0,41256.92307692308,46476.92307692308,7655,22306,29961,43731,56599,43731,4.640789408502331,4.752808758073104,4.640789408502331,6,8,14,1,5,6,2,9,11,2.5531914893617023,11.48936170212766,14.042553191489361,0,3,3,0.0,13.846153846153847,13.846153846153847,2,12,14,3.0,2.0,16,4,11,14.042553191489361,32.0,29.41176470588235,,127.65957446808511,63.829787234042556,127.65957446808511,32.0,0.7272727272727273,1.5454545454545454,2.272727272727273,0.625,1.5,2.125,,1.0,0.5714285714285714,1.0
