Animal,Generation,Season,Separation,G_S,Paradigm,Date_Ambitus,Year,NR,Group,Sex,GR_Sex,Trials,EAT_E_Nr,EAT_E_%,EAT_I_Nr,EAT_I_%,EAT_TOT_Nr,EAT_TOT_%%,EAT_E_T,EAT_I_T,EAT_TOT_T,Expl_E_BEF_Nr,Expl_I_BEF_Nr,Expl_E_I_BEF_Nr,Expl_E_BEF_Calc,Expl_I_BEF_Calc,EXPL_BEF,Expl_E_AFT_Nr,Expl_I_AFT_Nr,Expl_E_I_AFT_Nr,Expl_E_AFT_Calc,Expl_I_AFT_Calc,Expl_E_I_AFT_Calc,Expl_E_BEF_AFT_Nr,Expl_I_BEF_AFT_Nr,EXPL_TOT,Expl_E_BEF_T,Expl_I_BEF_T,Expl_E_I_BEF_T,Expl_E_BEF_Calc_T,Expl_I_BEF_Calc_T,Expl_E_I_BEF_Calc_T,Expl_E_AFT_T,Expl_I_AFT_T,Expl_E_I_AFT_T,Expl_E_AFT_T_Calc,Expl_I_AFT_T_Calc,Expl_E_I_AFT_T_Calc,Expl_E_BEF_AFT_T,Expl_I_BEF_AFT_T,Expl_TOT_T,LAT_E,LAT_I,LAT_E_I,Lat_Tot_Log,Lat_E_Log,Lat_I_Log,Box_E_BEF_Nr,Box_I_BEF_Nr,Box_E_I_BEF_Nr,Box_REP_E_BEF_Nr,Box_REP_I_BEF_Nr,Box_REP_E_I_BEF_Nr,Expl_REP_E_BEF_Nr,Expl_REP_I_BEF_Nr,Expl_REP_BEF_Nr,Expl_REP_E_BEF_Calc_T,Expl_REP_I_BEF_Calc_T,Expl_REP_E_I_BEF_Calc_T,Expl_REP_E_AFT_Nr,Expl_REP_I_AFT_Nr,Expl_REP_AFT_Nr,Expl_REP_E_AFT_Nr_Calc,Expl_REP_I_AFT_Nr_Calc,Expl_REP_AFT_Nr_Calc,Expl_REP_E_BEF_AFT_Nr,Expl_REP_I_BEF_AFT_Nr,Expl_REP_TOT_Nr,Dir_Change_Nr,Circle_Nr,LOCO_TOT,Explored Area,Loco_BEF_NR,LOCO_BEF,Expl_E_BEF_Ratio,Expl_E_TOT_Ratio,L_C_E,L_C_I,L_C_Tot,L_C,A_E,Expl_E_BEF_Loco_ratio,Expl_I_BEF_Loco_ratio,Expl_EI_BEF_Loco_ratio,Expl_E_TOT_Loco_ratio,Expl_I_TOT_Loco_ratio,Expl_E_I_TOT_Loco_ratio,Eff_Expl_E,Eff_Expl_I,Eff_Expl_EI,E_E
LE4F_4_32,2,Spring,2020-05-04,2_Spring,2,2020-06-22,1,32,Lisket,Female,Lisket_Female,4,,,8,100.0,8,100.0,,145,145,36,51,87,74.48275862068965,105.51724137931035,180.0,0.0,0.0,0,,,,36,51,87,42378.0,51996.0,94374.0,87678.62068965517,107577.93103448275,195256.55172413794,0.0,0.0,0.0,0.0,0.0,0.0,42378,51996,94374,26887,27190,26887,4.429542347179433,4.4344092075875,4.429542347179433,8,8,16,7,8,15,10,28,38,20.689655172413794,57.93103448275862,78.62068965517241,0,0,0,0.0,0.0,0.0,10,28,38,45.0,0.0,57,4,57,117.93103448275862,41.37931034482759,41.37931034482759,,206.89655172413794,103.44827586206897,206.89655172413794,9.195402298850574,0.631578947368421,0.8947368421052632,1.5263157894736843,0.631578947368421,0.8947368421052632,1.5263157894736843,,1.0,0.5,1.0
LE4F_1_33,2,Spring,2020-05-04,2_Spring,1,2020-06-22,1,33,Lisket,Female,Lisket_Female,1,3.0,37.5,4,50.0,7,43.75,300.0,300,300,10,8,18,10.0,8.0,18.0,0.0,0.0,0,,,,10,8,18,12770.0,15074.0,27844.0,12770.0,15074.0,27844.0,0.0,0.0,0.0,,,,12770,15074,27844,7193,13051,7193,3.856910060300786,4.115643789669941,3.856910060300786,5,6,11,3,1,4,5,2,7,5.0,2.0,7.0,0,0,0,,,,5,2,7,6.0,2.0,25,4,25,25.0,55.55555555555556,55.55555555555556,37.5,50.0,43.75,43.75,38.888888888888886,0.4,0.32,0.72,0.4,0.32,0.72,0.6,0.6666666666666666,0.6363636363636364,0.6363636363636364
LE4F_2_33,2,Spring,2020-05-04,2_Spring,1,2020-06-22,1,33,Lisket,Female,Lisket_Female,2,2.0,25.0,1,12.5,3,18.75,300.0,300,300,7,9,16,7.0,9.0,16.0,0.0,0.0,0,,,,7,9,16,10669.0,12171.0,22840.0,10669.0,12171.0,22840.0,0.0,0.0,0.0,,,,10669,12171,22840,5909,7213,5909,3.7715139899796664,3.858115932190066,3.7715139899796664,4,5,9,2,2,4,3,3,6,3.0,3.0,6.0,0,0,0,,,,3,3,6,4.0,1.0,12,4,12,12.0,43.75,43.75,25.0,12.5,18.75,18.75,18.75,0.5833333333333334,0.75,1.3333333333333333,0.5833333333333334,0.75,1.3333333333333333,0.5,0.2,0.3333333333333333,0.3333333333333333
LE4F_3_33,2,Spring,2020-05-04,2_Spring,2,2020-06-22,1,33,Lisket,Female,Lisket_Female,3,,,8,100.0,8,100.0,,137,137,43,55,98,94.16058394160584,120.43795620437956,214.5985401459854,0.0,0.0,0,,,,43,55,98,47103.0,49228.0,96331.0,103145.25547445256,107798.5401459854,210943.79562043794,0.0,0.0,0.0,0.0,0.0,0.0,47103,49228,96331,8500,11993,8500,3.929418925714293,4.078927833680719,3.929418925714293,8,8,16,7,8,15,20,26,46,43.7956204379562,56.934306569343065,100.72992700729927,0,0,0,0.0,0.0,0.0,20,26,46,65.0,0.0,75,4,75,164.23357664233578,43.87755102040816,43.87755102040816,,218.97810218978103,109.48905109489051,218.97810218978103,8.16326530612245,0.5733333333333334,0.7333333333333333,1.3066666666666666,0.5733333333333334,0.7333333333333333,1.3066666666666666,,1.0,0.5,1.0
LE4F_4_33,2,Spring,2020-05-04,2_Spring,2,2020-06-22,1,33,Lisket,Female,Lisket_Female,4,,,8,100.0,8,100.0,,216,216,22,31,53,30.555555555555557,43.05555555555556,73.61111111111111,0.0,0.0,0,,,,22,31,53,11414.0,35792.0,47206.0,15852.777777777777,49711.11111111111,65563.88888888889,0.0,0.0,0.0,0.0,0.0,0.0,11414,35792,47206,51166,13091,13091,4.708981466496654,4.116972822860455,4.116972822860455,5,8,13,3,8,11,3,21,24,4.166666666666667,29.166666666666668,33.333333333333336,0,0,0,0.0,0.0,0.0,3,21,24,37.0,0.0,38,4,38,52.77777777777778,41.509433962264154,41.509433962264154,,138.88888888888889,69.44444444444444,138.88888888888889,15.09433962264151,0.5789473684210527,0.8157894736842105,1.394736842105263,0.5789473684210527,0.8157894736842105,1.394736842105263,,1.0,0.6153846153846154,1.0
LE4F_1_34,2,Spring,2020-05-04,2_Spring,1,2020-06-15,1,34,Lisket,Male,Lisket_Male,1,0.0,0.0,0,0.0,0,0.0,300.0,300,300,7,3,10,7.0,3.0,10.0,0.0,0.0,0,,,,7,3,10,6206.0,2464.0,8670.0,6206.0,2464.0,8670.0,0.0,0.0,0.0,,,,6206,2464,8670,7017,159835,7017,3.8461514765288154,5.203671885381572,3.8461514765288154,4,3,7,2,0,2,3,0,3,3.0,0.0,3.0,0,0,0,,,,3,0,3,11.0,6.0,51,4,51,51.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.13725490196078433,0.058823529411764705,0.19607843137254902,0.13725490196078433,0.058823529411764705,0.19607843137254902,0.0,0.0,0.0,0.0
LE4F_2_34,2,Spring,2020-05-04,2_Spring,1,2020-06-15,1,34,Lisket,Male,Lisket_Male,2,0.0,0.0,0,0.0,0,0.0,300.0,300,300,3,2,5,3.0,2.0,5.0,0.0,0.0,0,,,,3,2,5,1934.0,2492.0,4426.0,1934.0,2492.0,4426.0,0.0,0.0,0.0,,,,1934,2492,4426,58517,141183,58517,4.767282052982277,5.149782405988643,4.767282052982277,3,1,4,0,1,1,0,1,1,0.0,1.0,1.0,0,0,0,,,,0,1,1,6.0,3.0,30,4,30,30.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06666666666666667,0.16666666666666666,0.1,0.06666666666666667,0.16666666666666666,0.0,0.0,0.0,0.0
LE4F_3_34,2,Spring,2020-05-04,2_Spring,2,2020-06-15,1,34,Lisket,Male,Lisket_Male,3,,,2,25.0,2,25.0,,300,300,0,3,3,0.0,3.0,3.0,0.0,0.0,0,,,,0,3,3,0.0,4898.0,4898.0,0.0,4898.0,4898.0,0.0,0.0,0.0,,,,0,4898,4898,300000,226041,226041,5.477121254719663,5.354187219938554,5.354187219938554,0,2,2,0,1,1,0,1,1,0.0,1.0,1.0,0,0,0,,,,0,1,1,4.0,2.0,19,4,19,19.0,0.0,0.0,,25.0,12.5,25.0,66.66666666666667,0.0,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,,1.0,1.0,1.0
LE4F_4_34,2,Spring,2020-05-04,2_Spring,2,2020-06-15,1,34,Lisket,Male,Lisket_Male,4,,,7,87.5,7,87.5,,300,300,16,25,41,16.0,25.0,41.0,0.0,0.0,0,,,,16,25,41,19139.0,22656.0,41795.0,19139.0,22656.0,41795.0,0.0,0.0,0.0,,,,19139,22656,41795,27010,27136,27010,4.431524584187451,4.4335458305766196,4.431524584187451,7,7,14,4,7,11,4,9,13,4.0,9.0,13.0,0,0,0,,,,4,9,13,26.0,0.0,32,4,32,32.0,39.02439024390244,39.02439024390244,,87.5,43.75,87.5,17.073170731707318,0.5,0.78125,1.28125,0.5,0.78125,1.28125,,1.0,0.5,1.0
LE4F_1_35,2,Spring,2020-05-04,2_Spring,1,2020-06-15,1,35,Lisket,Male,Lisket_Male,1,1.0,12.5,2,25.0,3,18.75,300.0,300,300,18,3,21,18.0,3.0,21.0,0.0,0.0,0,,,,18,3,21,18357.0,6166.0,24523.0,18357.0,6166.0,24523.0,0.0,0.0,0.0,,,,18357,6166,24523,66572,221348,66572,4.823291604509374,5.345075602244896,4.823291604509374,8,3,11,6,0,6,10,0,10,10.0,0.0,10.0,0,0,0,,,,10,0,10,3.0,6.0,36,4,36,36.0,85.71428571428571,85.71428571428571,12.5,25.0,18.75,18.75,14.285714285714286,0.5,0.08333333333333333,0.5833333333333334,0.5,0.08333333333333333,0.5833333333333334,0.125,0.6666666666666666,0.2727272727272727,0.2727272727272727
LE4F_2_35,2,Spring,2020-05-04,2_Spring,1,2020-06-15,1,35,Lisket,Male,Lisket_Male,2,0.0,0.0,0,0.0,0,0.0,300.0,300,300,3,4,7,3.0,4.0,7.0,0.0,0.0,0,,,,3,4,7,4263.0,3135.0,7398.0,4263.0,3135.0,7398.0,0.0,0.0,0.0,,,,4263,3135,7398,183900,37074,37074,5.264581729238078,4.569069445598222,4.569069445598222,3,3,6,0,1,1,0,1,1,0.0,1.0,1.0,0,0,0,,,,0,1,1,5.0,2.0,18,4,18,18.0,42.857142857142854,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2222222222222222,0.3888888888888889,0.16666666666666666,0.2222222222222222,0.3888888888888889,0.0,0.0,0.0,0.0
LE4F_3_35,2,Spring,2020-05-04,2_Spring,2,2020-06-15,1,35,Lisket,Male,Lisket_Male,3,,,8,100.0,8,100.0,,300,300,28,36,64,28.0,36.0,64.0,0.0,0.0,0,,,,28,36,64,34075.0,40818.0,74893.0,34075.0,40818.0,74893.0,0.0,0.0,0.0,,,,34075,40818,74893,51863,19477,19477,4.714857634796667,4.289522064258166,4.289522064258166,8,8,16,8,7,15,12,15,27,12.0,15.0,27.0,0,0,0,,,,12,15,27,43.0,1.0,54,4,54,54.0,43.75,43.75,,100.0,50.0,100.0,12.5,0.5185185185185185,0.6666666666666666,1.1851851851851851,0.5185185185185185,0.6666666666666666,1.1851851851851851,,1.0,0.5,1.0
LE4F_4_35,2,Spring,2020-05-04,2_Spring,2,2020-06-15,1,35,Lisket,Male,Lisket_Male,4,,,8,100.0,8,100.0,,217,217,25,35,60,34.56221198156682,48.38709677419355,82.94930875576037,9.0,10.0,19,32.53012048192771,36.144578313253014,68.67469879518072,34,45,79,27298.0,28144.0,55442.0,37739.170506912444,38908.755760368666,76647.9262672811,9733.0,13020.0,22753.0,35179.51807228916,47060.24096385542,82239.75903614458,37031,41164,78195,17351,19229,17351,4.239324509787797,4.283956699434818,4.239324509787797,8,8,16,6,6,12,7,15,22,9.67741935483871,20.737327188940093,30.4147465437788,2,2,4,7.228915662650603,7.228915662650603,14.457831325301205,9,17,26,50.0,0.0,60,4,40,55.29953917050691,41.666666666666664,43.037974683544306,,138.24884792626727,69.12442396313364,138.24884792626727,13.333333333333334,0.625,0.875,1.5,0.5666666666666667,0.75,1.3166666666666667,,1.0,0.5,1.0
LE4F_1_36,2,Spring,2020-05-04,2_Spring,1,2020-06-22,1,36,Lisket,Female,Lisket_Female,1,1.0,12.5,0,0.0,1,6.25,300.0,300,300,8,10,18,8.0,10.0,18.0,0.0,0.0,0,,,,8,10,18,10556.0,14012.0,24568.0,10556.0,14012.0,24568.0,0.0,0.0,0.0,,,,10556,14012,24568,26380,14643,14643,4.4212747912103465,4.1656300623761835,4.1656300623761835,5,4,9,1,3,4,3,5,8,3.0,5.0,8.0,0,0,0,,,,3,5,8,6.0,4.0,29,4,29,29.0,44.44444444444444,44.44444444444444,12.5,0.0,6.25,6.25,5.555555555555555,0.27586206896551724,0.3448275862068966,0.6206896551724138,0.27586206896551724,0.3448275862068966,0.6206896551724138,0.2,0.0,0.1111111111111111,0.1111111111111111
LE4F_2_36,2,Spring,2020-05-04,2_Spring,1,2020-06-22,1,36,Lisket,Female,Lisket_Female,2,8.0,100.0,3,37.5,11,68.75,233.0,300,300,18,7,25,18.0,7.0,25.0,0.0,0.0,0,,,,18,7,25,20715.0,14435.0,35150.0,20715.0,14435.0,35150.0,0.0,0.0,0.0,,,,20715,14435,35150,6219,58551,6219,3.7937205568135233,4.767534316842595,3.7937205568135233,8,3,11,4,1,5,8,4,12,8.0,4.0,12.0,0,0,0,,,,8,4,12,19.0,1.0,29,4,24,24.0,72.0,72.0,128.75536480686696,37.5,68.75,68.75,44.0,0.75,0.2916666666666667,1.0416666666666667,0.6206896551724138,0.2413793103448276,0.8620689655172413,1.0,1.0,1.0,1.0
LE4F_3_36,2,Spring,2020-05-04,2_Spring,2,2020-06-22,1,36,Lisket,Female,Lisket_Female,3,,,8,100.0,8,100.0,,258,258,25,35,60,29.069767441860463,40.69767441860465,69.76744186046511,0.0,0.0,0,,,,25,35,60,21422.0,28997.0,50419.0,24909.302325581397,33717.441860465115,58626.74418604651,0.0,0.0,0.0,0.0,0.0,0.0,21422,28997,50419,6404,27946,6404,3.8064513232472623,4.446319654718128,3.8064513232472623,7,8,15,6,8,14,8,18,26,9.30232558139535,20.930232558139537,30.232558139534884,0,0,0,0.0,0.0,0.0,8,18,26,43.0,0.0,53,4,53,61.627906976744185,41.666666666666664,41.666666666666664,,116.27906976744185,58.13953488372093,116.27906976744185,13.333333333333334,0.4716981132075472,0.660377358490566,1.1320754716981132,0.4716981132075472,0.660377358490566,1.1320754716981132,,1.0,0.5333333333333333,1.0
LE4F_4_36,2,Spring,2020-05-04,2_Spring,2,2020-06-22,1,36,Lisket,Female,Lisket_Female,4,,,8,100.0,8,100.0,,295,295,19,28,47,19.322033898305083,28.47457627118644,47.79661016949152,0.0,0.0,0,,,,19,28,47,19505.0,23492.0,42997.0,19835.593220338982,23890.169491525423,43725.76271186441,0.0,0.0,0.0,0.0,0.0,0.0,19505,23492,42997,26231,26382,26231,4.418814847441422,4.42130771600335,4.418814847441422,8,8,16,6,6,12,11,9,20,11.186440677966102,9.152542372881356,20.338983050847457,0,0,0,0.0,0.0,0.0,11,9,20,31.0,1.0,42,4,42,42.71186440677966,40.42553191489362,40.42553191489362,,101.69491525423729,50.847457627118644,101.69491525423729,17.02127659574468,0.4523809523809524,0.6666666666666666,1.119047619047619,0.4523809523809524,0.6666666666666666,1.119047619047619,,1.0,0.5,1.0
LE4F_1_37,2,Spring,2020-05-04,2_Spring,1,2020-06-23,1,37,Lisket,Female,Lisket_Female,1,0.0,0.0,0,0.0,0,0.0,300.0,300,300,10,5,15,10.0,5.0,15.0,0.0,0.0,0,,,,10,5,15,10645.0,9547.0,20192.0,10645.0,9547.0,20192.0,0.0,0.0,0.0,,,,10645,9547,20192,88821,127602,88821,4.948515658412496,5.105857481455337,4.948515658412496,8,5,13,2,0,2,2,0,2,2.0,0.0,2.0,0,0,0,,,,2,0,2,3.0,4.0,23,4,23,23.0,66.66666666666667,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,0.21739130434782608,0.6521739130434783,0.43478260869565216,0.21739130434782608,0.6521739130434783,0.0,0.0,0.0,0.0
LE4F_2_37,2,Spring,2020-05-04,2_Spring,1,2020-06-23,1,37,Lisket,Female,Lisket_Female,2,5.0,62.5,8,100.0,13,81.25,300.0,130,300,6,11,17,6.0,11.0,17.0,10.0,10.0,20,,,,16,21,37,2558.0,9508.0,12066.0,2558.0,9508.0,12066.0,0.0,0.0,0.0,,,,2558,9508,12066,8359,31575,8359,3.922154325231059,4.499343359227368,3.922154325231059,5,8,13,1,5,6,2,6,8,2.0,6.0,8.0,0,0,0,,,,2,6,8,21.0,0.0,32,4,13,13.0,35.294117647058826,43.24324324324324,62.5,230.76923076923077,81.25,81.25,76.47058823529412,0.46153846153846156,0.8461538461538461,1.3076923076923077,0.5,0.65625,1.15625,1.0,1.0,1.0,1.0
LE4F_3_37,2,Spring,2020-05-04,2_Spring,2,2020-06-23,1,37,Lisket,Female,Lisket_Female,3,,,8,100.0,8,100.0,,179,179,16,33,49,26.81564245810056,55.3072625698324,82.12290502793296,0.0,0.0,0,0.0,0.0,0.0,16,33,49,13700.0,26862.0,40562.0,22960.893854748603,45020.11173184358,67981.00558659217,0.0,0.0,0.0,0.0,0.0,0.0,13700,26862,40562,68354,24644,24644,4.834763934077181,4.391711200121372,4.391711200121372,5,8,13,1,7,8,1,19,20,1.675977653631285,31.843575418994412,33.5195530726257,0,0,0,0.0,0.0,0.0,1,19,20,42.0,1.0,55,4,55,92.17877094972067,32.6530612244898,32.6530612244898,,167.5977653631285,83.79888268156425,167.5977653631285,16.3265306122449,0.2909090909090909,0.6,0.8909090909090909,0.2909090909090909,0.6,0.8909090909090909,,1.0,0.6153846153846154,1.0
LE4F_4_37,2,Spring,2020-05-04,2_Spring,2,2020-06-23,1,37,Lisket,Female,Lisket_Female,4,,,8,100.0,8,100.0,,140,140,23,38,61,49.285714285714285,81.42857142857143,130.71428571428572,0.0,0.0,0,0.0,0.0,0.0,23,38,61,23858.0,33623.0,57481.0,51124.28571428572,72049.28571428571,123173.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,23858,33623,57481,49865,27716,27716,4.697795823376305,4.442730552661372,4.442730552661372,6,8,14,3,8,11,4,23,27,8.571428571428571,49.285714285714285,57.857142857142854,0,0,0,0.0,0.0,0.0,4,23,27,44.0,0.0,50,4,50,107.14285714285714,37.704918032786885,37.704918032786885,,214.28571428571428,107.14285714285714,214.28571428571428,13.114754098360656,0.46,0.76,1.22,0.46,0.76,1.22,,1.0,0.5714285714285714,1.0
LE4F_1_38,2,Spring,2020-05-04,2_Spring,1,2020-06-23,1,38,Lisket,Female,Lisket_Female,1,4.0,50.0,2,25.0,6,37.5,300.0,300,300,9,10,19,9.0,10.0,19.0,0.0,0.0,0,,,,9,10,19,8066.0,14243.0,22309.0,8066.0,14243.0,22309.0,0.0,0.0,0.0,,,,8066,14243,22309,196669,10749,10749,5.293735909538311,4.031368062885773,4.031368062885773,4,5,9,1,2,3,3,3,6,3.0,3.0,6.0,0,0,0,,,,3,3,6,15.0,4.0,35,4,35,35.0,47.36842105263158,47.36842105263158,50.0,25.0,37.5,37.5,31.57894736842105,0.2571428571428571,0.2857142857142857,0.5428571428571428,0.2571428571428571,0.2857142857142857,0.5428571428571428,1.0,0.4,0.6666666666666666,0.6666666666666666
LE4F_2_38,2,Spring,2020-05-04,2_Spring,1,2020-06-23,1,38,Lisket,Female,Lisket_Female,2,8.0,100.0,8,100.0,16,100.0,183.0,300,300,9,7,16,9.0,7.0,16.0,0.0,0.0,0,,,,9,7,16,9969.0,7501.0,17470.0,9969.0,7501.0,17470.0,0.0,0.0,0.0,,,,9969,7501,17470,26182,12569,12569,4.418002818524436,4.099300726233463,4.099300726233463,8,8,16,1,2,3,1,2,3,1.0,2.0,3.0,0,0,0,,,,1,2,3,18.0,1.0,30,4,12,12.0,56.25,56.25,163.9344262295082,100.0,100.0,100.0,100.0,0.75,0.5833333333333334,1.3333333333333333,0.3,0.23333333333333334,0.5333333333333333,1.0,1.0,1.0,1.0
LE4F_3_38,2,Spring,2020-05-04,2_Spring,2,2020-06-23,1,38,Lisket,Female,Lisket_Female,3,,,8,100.0,8,100.0,,167,167,11,26,37,19.760479041916167,46.706586826347305,66.46706586826348,0.0,0.0,0,0.0,0.0,0.0,11,26,37,7290.0,10885.0,18175.0,13095.808383233532,19553.892215568863,32649.700598802396,0.0,0.0,0.0,0.0,0.0,0.0,7290,10885,18175,41643,42035,41643,4.619542008939222,4.623611051753182,4.619542008939222,7,8,15,2,8,10,3,11,14,5.389221556886228,19.760479041916167,25.149700598802394,0,0,0,0.0,0.0,0.0,3,11,14,32.0,0.0,44,4,44,79.04191616766467,29.72972972972973,29.72972972972973,,179.64071856287424,89.82035928143712,179.64071856287424,21.62162162162162,0.25,0.5909090909090909,0.8409090909090909,0.25,0.5909090909090909,0.8409090909090909,,1.0,0.5333333333333333,1.0
LE4F_4_38,2,Spring,2020-05-04,2_Spring,2,2020-06-23,1,38,Lisket,Female,Lisket_Female,4,,,8,100.0,8,100.0,,130,130,24,36,60,55.38461538461539,83.07692307692308,138.46153846153845,0.0,0.0,0,0.0,0.0,0.0,24,36,60,14314.0,19979.0,34293.0,33032.307692307695,46105.38461538462,79137.69230769231,0.0,0.0,0.0,0.0,0.0,0.0,14314,19979,34293,12752,63408,12752,4.105578304052037,4.802144054990114,4.105578304052037,7,8,15,4,8,12,5,21,26,11.538461538461538,48.46153846153846,60.0,0,0,0,0.0,0.0,0.0,5,21,26,40.0,0.0,51,4,51,117.6923076923077,40.0,40.0,,230.76923076923077,115.38461538461539,230.76923076923077,13.333333333333334,0.47058823529411764,0.7058823529411765,1.1764705882352942,0.47058823529411764,0.7058823529411765,1.1764705882352942,,1.0,0.5333333333333333,1.0
LE4F_1_39,2,Spring,2020-05-04,2_Spring,1,2020-06-16,1,39,Lisket,Male,Lisket_Male,1,7.0,87.5,6,75.0,13,81.25,300.0,300,300,11,9,20,11.0,9.0,20.0,0.0,0.0,0,,,,11,9,20,11087.0,15146.0,26233.0,11087.0,15146.0,26233.0,0.0,0.0,0.0,,,,11087,15146,26233,6646,35594,6646,3.822560336942692,4.551376796104808,3.822560336942692,8,6,14,3,2,5,3,2,5,3.0,2.0,5.0,0,0,0,,,,3,2,5,14.0,1.0,27,4,27,27.0,55.0,55.0,87.5,75.0,81.25,81.25,65.0,0.4074074074074074,0.3333333333333333,0.7407407407407407,0.4074074074074074,0.3333333333333333,0.7407407407407407,0.875,1.0,0.9285714285714286,0.9285714285714286
LE4F_2_39,2,Spring,2020-05-04,2_Spring,1,2020-06-16,1,39,Lisket,Male,Lisket_Male,2,4.0,50.0,2,25.0,6,37.5,300.0,300,300,8,10,18,8.0,10.0,18.0,0.0,0.0,0,,,,8,10,18,8447.0,12058.0,20505.0,8447.0,12058.0,20505.0,0.0,0.0,0.0,,,,8447,12058,20505,29015,65828,29015,4.462622574900549,4.818410660467158,4.462622574900549,4,3,7,3,1,4,3,2,5,3.0,2.0,5.0,0,0,0,,,,3,2,5,5.0,1.0,14,4,14,14.0,44.44444444444444,44.44444444444444,50.0,25.0,37.5,37.5,33.333333333333336,0.5714285714285714,0.7142857142857143,1.2857142857142858,0.5714285714285714,0.7142857142857143,1.2857142857142858,1.0,0.6666666666666666,0.8571428571428571,0.8571428571428571
LE4F_3_39,2,Spring,2020-05-04,2_Spring,2,2020-06-16,1,39,Lisket,Male,Lisket_Male,3,,,8,100.0,8,100.0,,262,262,14,23,37,16.03053435114504,26.33587786259542,42.36641221374046,4.0,7.0,11,31.57894736842105,55.26315789473684,86.84210526315789,18,30,48,12341.0,13560.0,25901.0,14130.91603053435,15526.717557251908,29657.63358778626,2435.0,3591.0,6026.0,19223.684210526317,28350.0,47573.68421052631,14776,17151,31927,9389,50847,9389,3.9726193390596234,4.706265334409592,3.9726193390596234,7,8,15,3,6,9,4,9,13,4.580152671755725,10.305343511450381,14.885496183206106,1,2,3,7.894736842105263,15.789473684210526,23.68421052631579,5,11,16,34.0,1.0,45,4,34,38.93129770992366,37.83783783783784,37.5,,114.50381679389314,57.25190839694657,114.50381679389314,21.62162162162162,0.4117647058823529,0.6764705882352942,1.088235294117647,0.4,0.6666666666666666,1.0666666666666667,,1.0,0.5333333333333333,1.0
LE4F_4_39,2,Spring,2020-05-04,2_Spring,2,2020-06-16,1,39,Lisket,Male,Lisket_Male,4,,,8,100.0,8,100.0,,147,147,15,20,35,30.612244897959183,40.816326530612244,71.42857142857143,8.0,10.0,18,15.686274509803921,19.607843137254903,35.294117647058826,23,30,53,5711.0,9919.0,15630.0,11655.102040816326,20242.85714285714,31897.95918367347,1898.0,6401.0,8299.0,3721.5686274509803,12550.980392156862,16272.549019607843,7609,16320,23929,56033,32464,32464,4.7484438751637486,4.511402029689271,4.511402029689271,4,8,12,3,6,9,3,9,12,6.122448979591836,18.367346938775512,24.489795918367346,2,4,6,3.9215686274509802,7.8431372549019605,11.764705882352942,5,13,18,33.0,0.0,45,4,26,53.06122448979592,42.857142857142854,43.39622641509434,,204.08163265306123,102.04081632653062,204.08163265306123,22.857142857142858,0.5769230769230769,0.7692307692307693,1.3461538461538463,0.5111111111111111,0.6666666666666666,1.1777777777777778,,1.0,0.6666666666666666,1.0
LE4F_1_40,2,Spring,2020-05-04,2_Spring,1,2020-06-16,1,40,Lisket,Male,Lisket_Male,1,5.0,62.5,6,75.0,11,68.75,300.0,300,300,13,10,23,13.0,10.0,23.0,0.0,0.0,0,,,,13,10,23,18423.0,9691.0,28114.0,18423.0,9691.0,28114.0,0.0,0.0,0.0,,,,18423,9691,28114,33756,15882,15882,4.528350978212826,4.200905191684992,4.200905191684992,6,6,12,4,1,5,6,1,7,6.0,1.0,7.0,0,0,0,,,,6,1,7,10.0,3.0,31,4,31,31.0,56.52173913043478,56.52173913043478,62.5,75.0,68.75,68.75,47.82608695652174,0.41935483870967744,0.3225806451612903,0.7419354838709677,0.41935483870967744,0.3225806451612903,0.7419354838709677,0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666
LE4F_2_40,2,Spring,2020-05-04,2_Spring,1,2020-06-16,1,40,Lisket,Male,Lisket_Male,2,8.0,100.0,7,87.5,15,93.75,244.0,300,300,26,24,50,26.0,24.0,50.0,0.0,0.0,0,,,,26,24,50,23487.0,20571.0,44058.0,23487.0,20571.0,44058.0,0.0,0.0,0.0,,,,23487,20571,44058,30847,31468,30847,4.489212933464914,4.497869141497094,4.489212933464914,8,8,16,6,5,11,14,8,22,14.0,8.0,22.0,0,0,0,,,,14,8,22,19.0,1.0,31,4,31,31.0,52.0,52.0,122.95081967213115,87.5,93.75,93.75,30.0,0.8387096774193549,0.7741935483870968,1.6129032258064515,0.8387096774193549,0.7741935483870968,1.6129032258064515,1.0,0.875,0.9375,0.9375
